t_ms,s
5�50,960

233658,963

233708,963

233758,963

233808,964

233858,964

233908,964

233958,965

234008,964

234058,965

234108,964

234158,965

234208,961

234258,959

234308,959

234358,959

234408,959

234458,958

234508,959

234558,958

234608,958

234658,957

234708,959

234758,960

234808,960

234858,960

234908,960

234958,960

235008,960

235058,960

235108,960

235158,960

235208,961

235258,960

235308,960

235358,960

235408,960

235458,960

235508,960

235558,960

235608,960

235658,960

235708,960

235758,960

235808,960

235858,961

235908,960

235958,960

236008,960

236058,960

236108,960

236158,960

236208,960

236258,960

236308,959

236358,960

236408,960

236459,960

236509,960

236559,960

236609,959

236659,960

236709,960

236759,960

236809,960

236859,960

236909,960

236959,960

237009,960

237059,960

237109,960

237159,960

237209,961

237259,961

237309,961

237359,962

237409,963

237459,965

237509,967

237559,968

237609,966

237659,964

237709,964

237759,964

237809,964

237859,964

237910,964

237960,964

238010,964

238060,964

238110,964

238160,964

238210,963

238260,964

238310,963

238360,964

238410,963

238460,963

238510,963

238560,963

238610,964

238660,963

238710,961

238760,962

238810,964

238860,963

238910,963

238960,963

239010,963

239060,963

239110,963

239160,964

239210,963

239260,963

239310,964

239360,964

239410,963

239460,962

239510,962

239560,962

239610,962

239660,962

239710,963

239760,962

239810,962

239860,962

239910,962

239960,963

240010,963

240060,963

240110,963

240160,963

240210,963

240260,964

240310,963

240360,961

240410,961

240460,961

240510,961

240560,961

240610,960

240660,960

240710,960

240760,960

240811,961

240861,960

240911,960

240961,961

241011,961

241061,960

241111,960

241161,960

241211,960

241261,960

241311,961

241361,961

241411,960

241461,960

241511,960

241561,961

241611,961

241661,961

241711,960

241761,961

241811,961

241861,961

241911,961

241961,961

242011,961

242061,961

242111,961

242161,961

242211,960

242262,960

242312,960

242362,960

242412,960

242462,961

242512,960

242562,960

242612,960

242662,959

242712,960

242762,960

242812,960

242862,962

242912,961

242962,962

243012,963

243062,963

243112,963

243162,963

243212,963

243262,963

243312,963

243362,963

243412,963

243462,963

243512,963

243562,963

243612,963

243662,963

243712,963

243762,963

243812,963

243862,963

243912,963

243962,963

244012,963

244062,962

244112,963

244162,963

244212,963

244262,963

244312,963

244362,963

244412,963

244462,963

244512,963

244562,963

244612,963

244662,963

244712,963

244762,963

244812,963

244862,962

244912,963

244962,962

245012,962

245062,963

245112,963

245163,962

245213,963

245263,963

245313,963

245363,963

245413,962

